Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-01-28;Tuesday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$92,57;12,50%;$82,28;$10,29;12,50%
2025-01-28;Tuesday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$119,41;13,00%;$105,67;$13,74;13,00%
2025-01-28;Tuesday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$22,72;12,00%;$20,28;$2,43;12,00%
2025-01-28;Tuesday;Week 5;Month 2;Internal Data Platform;AI Engineering;$9,73;8,50%;$8,97;$0,76;8,50%
2025-01-28;Tuesday;Week 5;Month 2;Internal Data Platform;Business Analytics;$154,02;6,50%;$144,62;$9,40;6,50%
2025-01-28;Tuesday;Week 5;Month 2;Internal Data Platform;Data Engineering;$0,98;7,50%;$0,91;$0,07;7,50%
2025-01-28;Tuesday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$32,15;8,00%;$29,77;$2,38;8,00%
2025-01-28;Tuesday;Week 5;Month 2;Internal Data Platform;Product Engineering;$23,97;7,00%;$22,40;$1,57;7,00%
2025-01-29;Wednesday;Week 5;Month 2;AI Assistant;AI Engineering;$19,97;11,00%;$17,99;$1,98;11,00%
2025-01-29;Wednesday;Week 5;Month 2;AI Assistant;Business Analytics;$73,75;9,00%;$67,66;$6,09;9,00%
2025-01-29;Wednesday;Week 5;Month 2;AI Assistant;Data Engineering;$7,19;10,00%;$6,53;$0,65;10,00%
2025-01-29;Wednesday;Week 5;Month 2;AI Assistant;Platform / Cloud Operations;$6,24;10,50%;$5,65;$0,59;10,50%
2025-01-29;Wednesday;Week 5;Month 2;AI Assistant;Product Engineering;$115,89;9,50%;$105,84;$10,05;9,50%
2025-01-29;Wednesday;Week 5;Month 2;Analytics Platform;AI Engineering;$30,68;6,50%;$28,80;$1,87;6,50%
2025-01-29;Wednesday;Week 5;Month 2;Analytics Platform;Business Analytics;$6,71;4,50%;$6,42;$0,29;4,50%
2025-01-29;Wednesday;Week 5;Month 2;Analytics Platform;Data Engineering;$73,77;5,50%;$69,92;$3,85;5,50%
2025-01-29;Wednesday;Week 5;Month 2;Analytics Platform;Platform / Cloud Operations;$0,45;6,00%;$0,43;$0,03;6,00%
2025-01-29;Wednesday;Week 5;Month 2;Analytics Platform;Product Engineering;$1,44;5,00%;$1,37;$0,07;5,00%
2025-01-29;Wednesday;Week 5;Month 2;Customer App;AI Engineering;$18,51;5,00%;$17,63;$0,88;5,00%
2025-01-29;Wednesday;Week 5;Month 2;Customer App;Business Analytics;$4,54;3,00%;$4,41;$0,13;3,00%
2025-01-29;Wednesday;Week 5;Month 2;Customer App;Data Engineering;$187,99;4,00%;$180,76;$7,23;4,00%
2025-01-29;Wednesday;Week 5;Month 2;Customer App;Platform / Cloud Operations;$173,72;4,50%;$166,24;$7,48;4,50%
2025-01-29;Wednesday;Week 5;Month 2;Customer App;Product Engineering;$0,57;3,50%;$0,55;$0,02;3,50%
2025-01-29;Wednesday;Week 5;Month 2;Innovation Lab Projects;AI Engineering;$0,45;13,00%;$0,40;$0,05;13,00%
2025-01-29;Wednesday;Week 5;Month 2;Innovation Lab Projects;Business Analytics;$23,01;11,00%;$20,73;$2,28;11,00%
2025-01-29;Wednesday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$97,75;12,00%;$87,28;$10,47;12,00%
2025-01-29;Wednesday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$11,89;12,50%;$10,57;$1,32;12,50%
2025-01-29;Wednesday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$5,69;11,50%;$5,10;$0,59;11,50%
2025-01-29;Wednesday;Week 5;Month 2;Internal Data Platform;AI Engineering;$80,34;8,00%;$74,39;$5,95;8,00%
2025-01-29;Wednesday;Week 5;Month 2;Internal Data Platform;Business Analytics;$14,33;6,00%;$13,52;$0,81;6,00%
2025-01-29;Wednesday;Week 5;Month 2;Internal Data Platform;Data Engineering;$165,93;7,00%;$155,08;$10,86;7,00%
2025-01-29;Wednesday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$15,86;7,50%;$14,75;$1,11;7,50%
2025-01-29;Wednesday;Week 5;Month 2;Internal Data Platform;Product Engineering;$0,58;6,50%;$0,55;$0,04;6,50%
2025-01-30;Thursday;Week 5;Month 2;AI Assistant;AI Engineering;$200,68;11,00%;$180,79;$19,89;11,00%
2025-01-30;Thursday;Week 5;Month 2;AI Assistant;Business Analytics;$0,77;9,00%;$0,71;$0,06;9,00%
2025-01-30;Thursday;Week 5;Month 2;AI Assistant;Data Engineering;$2,63;10,00%;$2,39;$0,24;10,00%
2025-01-30;Thursday;Week 5;Month 2;AI Assistant;Platform / Cloud Operations;$34,52;10,50%;$31,24;$3,28;10,50%
2025-01-30;Thursday;Week 5;Month 2;AI Assistant;Product Engineering;$32,36;9,50%;$29,55;$2,81;9,50%
2025-01-30;Thursday;Week 5;Month 2;Analytics Platform;AI Engineering;$1,25;6,50%;$1,18;$0,08;6,50%
2025-01-30;Thursday;Week 5;Month 2;Analytics Platform;Business Analytics;$5,60;4,50%;$5,36;$0,24;4,50%
2025-01-30;Thursday;Week 5;Month 2;Analytics Platform;Data Engineering;$110,23;5,50%;$104,49;$5,75;5,50%
2025-01-30;Thursday;Week 5;Month 2;Analytics Platform;Platform / Cloud Operations;$7,98;6,00%;$7,53;$0,45;6,00%
2025-01-30;Thursday;Week 5;Month 2;Analytics Platform;Product Engineering;$65,39;5,00%;$62,28;$3,11;5,00%
2025-01-30;Thursday;Week 5;Month 2;Customer App;AI Engineering;$156,73;5,00%;$149,27;$7,46;5,00%
2025-01-30;Thursday;Week 5;Month 2;Customer App;Business Analytics;$10,65;3,00%;$10,34;$0,31;3,00%
2025-01-30;Thursday;Week 5;Month 2;Customer App;Data Engineering;$178,06;4,00%;$171,21;$6,85;4,00%
2025-01-30;Thursday;Week 5;Month 2;Customer App;Platform / Cloud Operations;$151,12;4,50%;$144,61;$6,51;4,50%
2025-01-30;Thursday;Week 5;Month 2;Customer App;Product Engineering;$38,43;3,50%;$37,13;$1,30;3,50%
2025-01-30;Thursday;Week 5;Month 2;Innovation Lab Projects;AI Engineering;$7,25;13,00%;$6,41;$0,83;13,00%
2025-01-30;Thursday;Week 5;Month 2;Innovation Lab Projects;Business Analytics;$8,15;11,00%;$7,34;$0,81;11,00%
2025-01-30;Thursday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$149,45;12,00%;$133,44;$16,01;12,00%
2025-01-30;Thursday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$99,79;12,50%;$88,70;$11,09;12,50%
2025-01-30;Thursday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$4,43;11,50%;$3,97;$0,46;11,50%
2025-01-30;Thursday;Week 5;Month 2;Internal Data Platform;AI Engineering;$13,62;8,00%;$12,61;$1,01;8,00%
2025-01-30;Thursday;Week 5;Month 2;Internal Data Platform;Business Analytics;$168,89;6,00%;$159,33;$9,56;6,00%
2025-01-30;Thursday;Week 5;Month 2;Internal Data Platform;Data Engineering;$19,95;7,00%;$18,65;$1,31;7,00%
2025-01-30;Thursday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$0,72;7,50%;$0,67;$0,05;7,50%
2025-01-30;Thursday;Week 5;Month 2;Internal Data Platform;Product Engineering;$11,93;6,50%;$11,20;$0,73;6,50%
2025-01-31;Friday;Week 5;Month 2;AI Assistant;AI Engineering;$39,47;11,00%;$35,56;$3,91;11,00%
2025-01-31;Friday;Week 5;Month 2;AI Assistant;Business Analytics;$30,55;9,00%;$28,03;$2,52;9,00%
2025-01-31;Friday;Week 5;Month 2;AI Assistant;Data Engineering;$8,06;10,00%;$7,32;$0,73;10,00%
2025-01-31;Friday;Week 5;Month 2;AI Assistant;Platform / Cloud Operations;$15,19;10,50%;$13,75;$1,44;10,50%
2025-01-31;Friday;Week 5;Month 2;AI Assistant;Product Engineering;$11,21;9,50%;$10,24;$0,97;9,50%
2025-01-31;Friday;Week 5;Month 2;Analytics Platform;AI Engineering;$4,17;6,50%;$3,92;$0,25;6,50%
2025-01-31;Friday;Week 5;Month 2;Analytics Platform;Business Analytics;$15,28;4,50%;$14,62;$0,66;4,50%
2025-01-31;Friday;Week 5;Month 2;Analytics Platform;Data Engineering;$10,09;5,50%;$9,56;$0,53;5,50%
2025-01-31;Friday;Week 5;Month 2;Analytics Platform;Platform / Cloud Operations;$45,61;6,00%;$43,03;$2,58;6,00%
2025-01-31;Friday;Week 5;Month 2;Analytics Platform;Product Engineering;$19,27;5,00%;$18,36;$0,92;5,00%
2025-01-31;Friday;Week 5;Month 2;Customer App;AI Engineering;$2,45;5,00%;$2,34;$0,12;5,00%
2025-01-31;Friday;Week 5;Month 2;Customer App;Business Analytics;$95,84;3,00%;$93,05;$2,79;3,00%
2025-01-31;Friday;Week 5;Month 2;Customer App;Data Engineering;$7,77;4,00%;$7,47;$0,30;4,00%
2025-01-31;Friday;Week 5;Month 2;Customer App;Platform / Cloud Operations;$98,10;4,50%;$93,87;$4,22;4,50%
2025-01-31;Friday;Week 5;Month 2;Customer App;Product Engineering;$184,85;3,50%;$178,60;$6,25;3,50%
2025-01-31;Friday;Week 5;Month 2;Innovation Lab Projects;AI Engineering;$9,18;13,00%;$8,12;$1,06;13,00%
2025-01-31;Friday;Week 5;Month 2;Innovation Lab Projects;Business Analytics;$16,79;11,00%;$15,13;$1,66;11,00%
2025-01-31;Friday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$2,09;12,00%;$1,87;$0,22;12,00%
2025-01-31;Friday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$10,24;12,50%;$9,11;$1,14;12,50%
2025-01-31;Friday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$5,73;11,50%;$5,14;$0,59;11,50%
2025-01-31;Friday;Week 5;Month 2;Internal Data Platform;AI Engineering;$155,25;8,00%;$143,75;$11,50;8,00%
2025-01-31;Friday;Week 5;Month 2;Internal Data Platform;Business Analytics;$135,84;6,00%;$128,15;$7,69;6,00%
2025-01-31;Friday;Week 5;Month 2;Internal Data Platform;Data Engineering;$5,88;7,00%;$5,50;$0,38;7,00%
2025-01-31;Friday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$135,54;7,50%;$126,09;$9,46;7,50%
2025-01-31;Friday;Week 5;Month 2;Internal Data Platform;Product Engineering;$170,14;6,50%;$159,76;$10,38;6,50%
2025-02-01;Saturday;Week 5;Month 2;AI Assistant;AI Engineering;$20,43;11,00%;$18,41;$2,02;11,00%
2025-02-01;Saturday;Week 5;Month 2;AI Assistant;Business Analytics;$35,69;9,00%;$32,75;$2,95;9,00%
2025-02-01;Saturday;Week 5;Month 2;AI Assistant;Data Engineering;$218,35;10,00%;$198,50;$19,85;10,00%
2025-02-01;Saturday;Week 5;Month 2;AI Assistant;Platform / Cloud Operations;$94,66;10,50%;$85,66;$8,99;10,50%
2025-02-01;Saturday;Week 5;Month 2;AI Assistant;Product Engineering;$49,84;9,50%;$45,52;$4,32;9,50%
2025-02-01;Saturday;Week 5;Month 2;Analytics Platform;AI Engineering;$55,42;6,50%;$52,04;$3,38;6,50%
2025-02-01;Saturday;Week 5;Month 2;Analytics Platform;Business Analytics;$4,29;4,50%;$4,10;$0,18;4,50%
2025-02-01;Saturday;Week 5;Month 2;Analytics Platform;Data Engineering;$71,61;5,50%;$67,88;$3,73;5,50%
2025-02-01;Saturday;Week 5;Month 2;Analytics Platform;Platform / Cloud Operations;$133,04;6,00%;$125,50;$7,53;6,00%
2025-02-01;Saturday;Week 5;Month 2;Analytics Platform;Product Engineering;$14,84;5,00%;$14,14;$0,71;5,00%
2025-02-01;Saturday;Week 5;Month 2;Customer App;AI Engineering;$5,07;5,00%;$4,82;$0,24;5,00%
2025-02-01;Saturday;Week 5;Month 2;Customer App;Business Analytics;$0,49;3,00%;$0,47;$0,01;3,00%
2025-02-01;Saturday;Week 5;Month 2;Customer App;Data Engineering;$140,99;4,00%;$135,57;$5,42;4,00%
2025-02-01;Saturday;Week 5;Month 2;Customer App;Platform / Cloud Operations;$1,01;4,50%;$0,97;$0,04;4,50%
2025-02-01;Saturday;Week 5;Month 2;Customer App;Product Engineering;$189,76;3,50%;$183,34;$6,42;3,50%
2025-02-01;Saturday;Week 5;Month 2;Innovation Lab Projects;AI Engineering;$40,13;13,00%;$35,51;$4,62;13,00%
2025-02-01;Saturday;Week 5;Month 2;Innovation Lab Projects;Business Analytics;$2,65;11,00%;$2,39;$0,26;11,00%
2025-02-01;Saturday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$96,98;12,00%;$86,59;$10,39;12,00%
2025-02-01;Saturday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$10,39;12,50%;$9,24;$1,15;12,50%
2025-02-01;Saturday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$159,69;11,50%;$143,22;$16,47;11,50%
2025-02-01;Saturday;Week 5;Month 2;Internal Data Platform;AI Engineering;$66,00;8,00%;$61,11;$4,89;8,00%
2025-02-01;Saturday;Week 5;Month 2;Internal Data Platform;Business Analytics;$25,41;6,00%;$23,97;$1,44;6,00%
2025-02-01;Saturday;Week 5;Month 2;Internal Data Platform;Data Engineering;$2,62;7,00%;$2,45;$0,17;7,00%
2025-02-01;Saturday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$10,18;7,50%;$9,47;$0,71;7,50%
2025-02-01;Saturday;Week 5;Month 2;Internal Data Platform;Product Engineering;$133,85;6,50%;$125,68;$8,17;6,50%
2025-02-02;Sunday;Week 5;Month 2;AI Assistant;AI Engineering;$7,96;11,00%;$7,17;$0,79;11,00%
2025-02-02;Sunday;Week 5;Month 2;AI Assistant;Business Analytics;$4,13;9,00%;$3,79;$0,34;9,00%
2025-02-02;Sunday;Week 5;Month 2;AI Assistant;Data Engineering;$14,02;10,00%;$12,74;$1,27;10,00%
2025-02-02;Sunday;Week 5;Month 2;AI Assistant;Platform / Cloud Operations;$114,63;10,50%;$103,74;$10,89;10,50%
2025-02-02;Sunday;Week 5;Month 2;AI Assistant;Product Engineering;$117,09;9,50%;$106,93;$10,16;9,50%
2025-02-02;Sunday;Week 5;Month 2;Analytics Platform;AI Engineering;$66,63;6,50%;$62,57;$4,07;6,50%
2025-02-02;Sunday;Week 5;Month 2;Analytics Platform;Business Analytics;$17,96;4,50%;$17,18;$0,77;4,50%
2025-02-02;Sunday;Week 5;Month 2;Analytics Platform;Data Engineering;$1,99;5,50%;$1,89;$0,10;5,50%
2025-02-02;Sunday;Week 5;Month 2;Analytics Platform;Platform / Cloud Operations;$134,48;6,00%;$126,87;$7,61;6,00%
2025-02-02;Sunday;Week 5;Month 2;Analytics Platform;Product Engineering;$1,97;5,00%;$1,88;$0,09;5,00%
2025-02-02;Sunday;Week 5;Month 2;Customer App;AI Engineering;$3,14;5,00%;$2,99;$0,15;5,00%
2025-02-02;Sunday;Week 5;Month 2;Customer App;Business Analytics;$23,95;3,00%;$23,25;$0,70;3,00%
2025-02-02;Sunday;Week 5;Month 2;Customer App;Data Engineering;$11,30;4,00%;$10,86;$0,43;4,00%
2025-02-02;Sunday;Week 5;Month 2;Customer App;Platform / Cloud Operations;$158,84;4,50%;$152,00;$6,84;4,50%
2025-02-02;Sunday;Week 5;Month 2;Customer App;Product Engineering;$25,81;3,50%;$24,94;$0,87;3,50%
2025-02-02;Sunday;Week 5;Month 2;Innovation Lab Projects;AI Engineering;$65,53;13,00%;$57,99;$7,54;13,00%
2025-02-02;Sunday;Week 5;Month 2;Innovation Lab Projects;Business Analytics;$1,36;11,00%;$1,22;$0,13;11,00%
2025-02-02;Sunday;Week 5;Month 2;Innovation Lab Projects;Data Engineering;$168,16;12,00%;$150,14;$18,02;12,00%
2025-02-02;Sunday;Week 5;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$21,91;12,50%;$19,48;$2,43;12,50%
2025-02-02;Sunday;Week 5;Month 2;Innovation Lab Projects;Product Engineering;$114,11;11,50%;$102,34;$11,77;11,50%
2025-02-02;Sunday;Week 5;Month 2;Internal Data Platform;AI Engineering;$21,42;8,00%;$19,83;$1,59;8,00%
2025-02-02;Sunday;Week 5;Month 2;Internal Data Platform;Business Analytics;$16,76;6,00%;$15,81;$0,95;6,00%
2025-02-02;Sunday;Week 5;Month 2;Internal Data Platform;Data Engineering;$1,78;7,00%;$1,67;$0,12;7,00%
2025-02-02;Sunday;Week 5;Month 2;Internal Data Platform;Platform / Cloud Operations;$147,75;7,50%;$137,44;$10,31;7,50%
2025-02-02;Sunday;Week 5;Month 2;Internal Data Platform;Product Engineering;$47,90;6,50%;$44,97;$2,92;6,50%
2025-02-03;Monday;Week 6;Month 2;AI Assistant;AI Engineering;$106,29;11,00%;$95,76;$10,53;11,00%
2025-02-03;Monday;Week 6;Month 2;AI Assistant;Business Analytics;$0,91;9,00%;$0,84;$0,08;9,00%
2025-02-03;Monday;Week 6;Month 2;AI Assistant;Data Engineering;$8,99;10,00%;$8,17;$0,82;10,00%
2025-02-03;Monday;Week 6;Month 2;AI Assistant;Platform / Cloud Operations;$0,74;10,50%;$0,67;$0,07;10,50%
2025-02-03;Monday;Week 6;Month 2;AI Assistant;Product Engineering;$2,84;9,50%;$2,59;$0,25;9,50%
2025-02-03;Monday;Week 6;Month 2;Analytics Platform;AI Engineering;$9,39;6,50%;$8,82;$0,57;6,50%
2025-02-03;Monday;Week 6;Month 2;Analytics Platform;Business Analytics;$166,38;4,50%;$159,22;$7,16;4,50%
2025-02-03;Monday;Week 6;Month 2;Analytics Platform;Data Engineering;$3,21;5,50%;$3,04;$0,17;5,50%
2025-02-03;Monday;Week 6;Month 2;Analytics Platform;Platform / Cloud Operations;$9,15;6,00%;$8,63;$0,52;6,00%
2025-02-03;Monday;Week 6;Month 2;Analytics Platform;Product Engineering;$67,88;5,00%;$64,65;$3,23;5,00%
2025-02-03;Monday;Week 6;Month 2;Customer App;AI Engineering;$1,35;5,00%;$1,29;$0,06;5,00%
2025-02-03;Monday;Week 6;Month 2;Customer App;Business Analytics;$24,41;3,00%;$23,70;$0,71;3,00%
2025-02-03;Monday;Week 6;Month 2;Customer App;Data Engineering;$9,62;4,00%;$9,25;$0,37;4,00%
2025-02-03;Monday;Week 6;Month 2;Customer App;Platform / Cloud Operations;$1,92;4,50%;$1,83;$0,08;4,50%
2025-02-03;Monday;Week 6;Month 2;Customer App;Product Engineering;$51,38;3,50%;$49,65;$1,74;3,50%
2025-02-03;Monday;Week 6;Month 2;Innovation Lab Projects;AI Engineering;$3,93;13,00%;$3,48;$0,45;13,00%
2025-02-03;Monday;Week 6;Month 2;Innovation Lab Projects;Business Analytics;$1,31;11,00%;$1,18;$0,13;11,00%
2025-02-03;Monday;Week 6;Month 2;Innovation Lab Projects;Data Engineering;$16,77;12,00%;$14,97;$1,80;12,00%
2025-02-03;Monday;Week 6;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$0,31;12,50%;$0,28;$0,03;12,50%
2025-02-03;Monday;Week 6;Month 2;Innovation Lab Projects;Product Engineering;$154,38;11,50%;$138,45;$15,92;11,50%
2025-02-03;Monday;Week 6;Month 2;Internal Data Platform;AI Engineering;$1,60;8,00%;$1,48;$0,12;8,00%
2025-02-03;Monday;Week 6;Month 2;Internal Data Platform;Business Analytics;$1,64;6,00%;$1,55;$0,09;6,00%
2025-02-03;Monday;Week 6;Month 2;Internal Data Platform;Data Engineering;$171,16;7,00%;$159,96;$11,20;7,00%
2025-02-03;Monday;Week 6;Month 2;Internal Data Platform;Platform / Cloud Operations;$0,89;7,50%;$0,83;$0,06;7,50%
2025-02-03;Monday;Week 6;Month 2;Internal Data Platform;Product Engineering;$4,65;6,50%;$4,37;$0,28;6,50%
2025-02-04;Tuesday;Week 6;Month 2;AI Assistant;AI Engineering;$132,27;11,00%;$119,16;$13,11;11,00%
2025-02-04;Tuesday;Week 6;Month 2;AI Assistant;Business Analytics;$1,27;9,00%;$1,17;$0,11;9,00%
2025-02-04;Tuesday;Week 6;Month 2;AI Assistant;Data Engineering;$2,57;10,00%;$2,33;$0,23;10,00%
2025-02-04;Tuesday;Week 6;Month 2;AI Assistant;Platform / Cloud Operations;$3,45;10,50%;$3,13;$0,33;10,50%
2025-02-04;Tuesday;Week 6;Month 2;AI Assistant;Product Engineering;$24,21;9,50%;$22,11;$2,10;9,50%
2025-02-04;Tuesday;Week 6;Month 2;Analytics Platform;AI Engineering;$141,60;6,50%;$132,96;$8,64;6,50%
2025-02-04;Tuesday;Week 6;Month 2;Analytics Platform;Business Analytics;$160,23;4,50%;$153,33;$6,90;4,50%
2025-02-04;Tuesday;Week 6;Month 2;Analytics Platform;Data Engineering;$15,47;5,50%;$14,67;$0,81;5,50%
2025-02-04;Tuesday;Week 6;Month 2;Analytics Platform;Platform / Cloud Operations;$0,94;6,00%;$0,89;$0,05;6,00%
2025-02-04;Tuesday;Week 6;Month 2;Analytics Platform;Product Engineering;$1,47;5,00%;$1,40;$0,07;5,00%
2025-02-04;Tuesday;Week 6;Month 2;Customer App;AI Engineering;$3,49;5,00%;$3,33;$0,17;5,00%
2025-02-04;Tuesday;Week 6;Month 2;Customer App;Business Analytics;$19,60;3,00%;$19,03;$0,57;3,00%
2025-02-04;Tuesday;Week 6;Month 2;Customer App;Data Engineering;$0,98;4,00%;$0,94;$0,04;4,00%
2025-02-04;Tuesday;Week 6;Month 2;Customer App;Platform / Cloud Operations;$196,52;4,50%;$188,06;$8,46;4,50%
2025-02-04;Tuesday;Week 6;Month 2;Customer App;Product Engineering;$5,51;3,50%;$5,32;$0,19;3,50%
2025-02-04;Tuesday;Week 6;Month 2;Innovation Lab Projects;AI Engineering;$18,14;13,00%;$16,05;$2,09;13,00%
2025-02-04;Tuesday;Week 6;Month 2;Innovation Lab Projects;Business Analytics;$13,22;11,00%;$11,91;$1,31;11,00%
2025-02-04;Tuesday;Week 6;Month 2;Innovation Lab Projects;Data Engineering;$2,03;12,00%;$1,82;$0,22;12,00%
2025-02-04;Tuesday;Week 6;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$0,68;12,50%;$0,60;$0,08;12,50%
2025-02-04;Tuesday;Week 6;Month 2;Innovation Lab Projects;Product Engineering;$1,68;11,50%;$1,50;$0,17;11,50%
2025-02-04;Tuesday;Week 6;Month 2;Internal Data Platform;AI Engineering;$74,80;8,00%;$69,26;$5,54;8,00%
2025-02-04;Tuesday;Week 6;Month 2;Internal Data Platform;Business Analytics;$5,46;6,00%;$5,16;$0,31;6,00%
2025-02-04;Tuesday;Week 6;Month 2;Internal Data Platform;Data Engineering;$7,69;7,00%;$7,19;$0,50;7,00%
2025-02-04;Tuesday;Week 6;Month 2;Internal Data Platform;Platform / Cloud Operations;$1,46;7,50%;$1,36;$0,10;7,50%
2025-02-04;Tuesday;Week 6;Month 2;Internal Data Platform;Product Engineering;$4,21;6,50%;$3,95;$0,26;6,50%
2025-02-05;Wednesday;Week 6;Month 2;AI Assistant;AI Engineering;$20,10;11,00%;$18,11;$1,99;11,00%
2025-02-05;Wednesday;Week 6;Month 2;AI Assistant;Business Analytics;$70,19;9,00%;$64,40;$5,80;9,00%
2025-02-05;Wednesday;Week 6;Month 2;AI Assistant;Data Engineering;$2,58;10,00%;$2,34;$0,23;10,00%
2025-02-05;Wednesday;Week 6;Month 2;AI Assistant;Platform / Cloud Operations;$3,06;10,50%;$2,77;$0,29;10,50%
2025-02-05;Wednesday;Week 6;Month 2;AI Assistant;Product Engineering;$8,55;9,50%;$7,81;$0,74;9,50%
2025-02-05;Wednesday;Week 6;Month 2;Analytics Platform;AI Engineering;$20,23;6,50%;$19,00;$1,23;6,50%
2025-02-05;Wednesday;Week 6;Month 2;Analytics Platform;Business Analytics;$1,83;4,50%;$1,75;$0,08;4,50%
2025-02-05;Wednesday;Week 6;Month 2;Analytics Platform;Data Engineering;$55,26;5,50%;$52,38;$2,88;5,50%
2025-02-05;Wednesday;Week 6;Month 2;Analytics Platform;Platform / Cloud Operations;$97,12;6,00%;$91,62;$5,50;6,00%
2025-02-05;Wednesday;Week 6;Month 2;Analytics Platform;Product Engineering;$82,46;5,00%;$78,53;$3,93;5,00%
2025-02-05;Wednesday;Week 6;Month 2;Customer App;AI Engineering;$13,39;5,00%;$12,76;$0,64;5,00%
2025-02-05;Wednesday;Week 6;Month 2;Customer App;Business Analytics;$18,83;3,00%;$18,28;$0,55;3,00%
2025-02-05;Wednesday;Week 6;Month 2;Customer App;Data Engineering;$15,95;4,00%;$15,34;$0,61;4,00%
2025-02-05;Wednesday;Week 6;Month 2;Customer App;Platform / Cloud Operations;$23,30;4,50%;$22,29;$1,00;4,50%
2025-02-05;Wednesday;Week 6;Month 2;Customer App;Product Engineering;$13,89;3,50%;$13,42;$0,47;3,50%
2025-02-05;Wednesday;Week 6;Month 2;Innovation Lab Projects;AI Engineering;$137,33;13,00%;$121,53;$15,80;13,00%
2025-02-05;Wednesday;Week 6;Month 2;Innovation Lab Projects;Business Analytics;$63,75;11,00%;$57,43;$6,32;11,00%
2025-02-05;Wednesday;Week 6;Month 2;Innovation Lab Projects;Data Engineering;$6,83;12,00%;$6,10;$0,73;12,00%
2025-02-05;Wednesday;Week 6;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$11,04;12,50%;$9,82;$1,23;12,50%
2025-02-05;Wednesday;Week 6;Month 2;Innovation Lab Projects;Product Engineering;$208,85;11,50%;$187,31;$21,54;11,50%
2025-02-05;Wednesday;Week 6;Month 2;Internal Data Platform;AI Engineering;$2,13;8,00%;$1,97;$0,16;8,00%
2025-02-05;Wednesday;Week 6;Month 2;Internal Data Platform;Business Analytics;$8,73;6,00%;$8,23;$0,49;6,00%
2025-02-05;Wednesday;Week 6;Month 2;Internal Data Platform;Data Engineering;$141,81;7,00%;$132,53;$9,28;7,00%
2025-02-05;Wednesday;Week 6;Month 2;Internal Data Platform;Platform / Cloud Operations;$2,61;7,50%;$2,42;$0,18;7,50%
2025-02-05;Wednesday;Week 6;Month 2;Internal Data Platform;Product Engineering;$168,35;6,50%;$158,07;$10,27;6,50%
2025-02-06;Thursday;Week 6;Month 2;AI Assistant;AI Engineering;$28,78;11,00%;$25,93;$2,85;11,00%
